,Trade,Amount,timestamp,profit_to_date,capacity
0,Buy,50.0,2016-01-01 21:00:00,-31.61,50.0
1,Buy,50.0,2016-01-01 21:30:00,-62.3,100.0
2,Sell,50.0,2016-01-02 12:00:00,-32.193,50.0
3,Sell,50.0,2016-01-02 12:30:00,-2.766000000000002,0.0
4,Buy,50.0,2016-01-02 21:00:00,-36.316,50.0
5,Buy,50.0,2016-01-02 21:30:00,-69.356,100.0
6,Sell,50.0,2016-01-03 12:00:00,-42.708499999999994,50.0
7,Sell,50.0,2016-01-03 12:30:00,-15.992999999999995,0.0
8,Buy,50.0,2016-01-03 21:00:00,-48.29299999999999,50.0
9,Buy,50.0,2016-01-03 21:30:00,-80.31299999999999,100.0
10,Sell,50.0,2016-01-04 12:00:00,-51.812499999999986,50.0
11,Sell,50.0,2016-01-04 12:30:00,-23.736999999999984,0.0
12,Buy,50.0,2016-01-04 21:00:00,-57.05699999999999,50.0
13,Buy,50.0,2016-01-04 21:30:00,-88.817,100.0
14,Sell,50.0,2016-01-05 12:00:00,-56.431999999999995,50.0
15,Sell,50.0,2016-01-05 12:30:00,-23.83449999999999,0.0
16,Buy,50.0,2016-01-05 21:00:00,-59.07449999999999,50.0
17,Buy,50.0,2016-01-05 21:30:00,-95.0145,100.0
18,Sell,50.0,2016-01-06 12:00:00,-61.5075,50.0
19,Sell,50.0,2016-01-06 12:30:00,-28.9865,0.0
20,Buy,50.0,2016-01-06 21:00:00,-64.06649999999999,50.0
21,Buy,50.0,2016-01-06 21:30:00,-98.91649999999998,100.0
22,Sell,50.0,2016-01-07 12:00:00,-65.68149999999999,50.0
23,Sell,50.0,2016-01-07 12:30:00,-32.361499999999985,0.0
24,Buy,50.0,2016-01-07 21:00:00,-65.54149999999998,50.0
25,Buy,50.0,2016-01-07 21:30:00,-98.60149999999999,100.0
26,Sell,50.0,2016-01-08 12:00:00,-63.904499999999985,50.0
27,Sell,50.0,2016-01-08 12:30:00,-31.077499999999986,0.0
28,Buy,50.0,2016-01-08 21:00:00,-66.63749999999999,50.0
29,Buy,50.0,2016-01-08 21:30:00,-101.94749999999999,100.0
30,Sell,50.0,2016-01-09 12:00:00,-73.03049999999999,50.0
31,Sell,50.0,2016-01-09 12:30:00,-44.27499999999999,0.0
32,Buy,50.0,2016-01-09 21:00:00,-77.655,50.0
33,Buy,50.0,2016-01-09 21:30:00,-110.58500000000001,100.0
34,Sell,50.0,2016-01-10 12:00:00,-82.95150000000001,50.0
35,Sell,50.0,2016-01-10 12:30:00,-55.22450000000001,0.0
36,Buy,50.0,2016-01-10 21:00:00,-88.55450000000002,50.0
37,Buy,50.0,2016-01-10 21:30:00,-121.12450000000001,100.0
38,Sell,50.0,2016-01-11 12:00:00,-81.846,50.0
39,Sell,50.0,2016-01-11 12:30:00,-42.465500000000006,0.0
40,Buy,50.0,2016-01-11 21:00:00,-78.6455,50.0
41,Buy,50.0,2016-01-11 21:30:00,-114.2955,100.0
42,Sell,50.0,2016-01-12 12:00:00,-88.12400000000001,50.0
43,Sell,50.0,2016-01-12 12:30:00,-61.68050000000001,0.0
44,Buy,50.0,2016-01-12 21:00:00,-95.1705,50.0
45,Buy,50.0,2016-01-12 21:30:00,-128.3605,100.0
46,Sell,50.0,2016-01-13 12:00:00,-95.321,50.0
47,Sell,50.0,2016-01-13 12:30:00,-61.4655,0.0
48,Buy,50.0,2016-01-13 21:00:00,-96.0955,50.0
49,Buy,50.0,2016-01-13 21:30:00,-130.2955,100.0
50,Sell,50.0,2016-01-14 12:00:00,-101.387,50.0
51,Sell,50.0,2016-01-14 12:30:00,-72.572,0.0
52,Buy,50.0,2016-01-14 21:00:00,-106.34200000000001,50.0
53,Buy,50.0,2016-01-14 21:30:00,-139.512,100.0
54,Sell,50.0,2016-01-15 12:00:00,-111.258,50.0
55,Sell,50.0,2016-01-15 12:30:00,-83.786,0.0
56,Buy,50.0,2016-01-15 21:00:00,-119.036,50.0
57,Buy,50.0,2016-01-15 21:30:00,-154.316,100.0
58,Sell,50.0,2016-01-16 12:00:00,-113.9495,50.0
59,Sell,50.0,2016-01-16 12:30:00,-76.626,0.0
60,Buy,50.0,2016-01-16 21:00:00,-110.106,50.0
61,Buy,50.0,2016-01-16 21:30:00,-143.396,100.0
62,Sell,50.0,2016-01-17 12:00:00,-95.71099999999998,50.0
63,Sell,50.0,2016-01-17 12:30:00,-47.575499999999984,0.0
64,Buy,50.0,2016-01-17 21:00:00,-80.93549999999999,50.0
65,Buy,50.0,2016-01-17 21:30:00,-112.71549999999999,100.0
66,Sell,50.0,2016-01-18 12:00:00,-80.3135,50.0
67,Sell,50.0,2016-01-18 12:30:00,-48.107000000000006,0.0
68,Buy,50.0,2016-01-18 21:00:00,-83.727,50.0
69,Buy,50.0,2016-01-18 21:30:00,-117.18700000000001,100.0
70,Sell,50.0,2016-01-19 12:00:00,-82.52400000000002,50.0
71,Sell,50.0,2016-01-19 12:30:00,-48.98300000000002,0.0
72,Buy,50.0,2016-01-19 21:00:00,-88.27300000000002,50.0
73,Buy,50.0,2016-01-19 21:30:00,-122.93300000000002,100.0
74,Sell,50.0,2016-01-20 12:00:00,-85.97500000000002,50.0
75,Sell,50.0,2016-01-20 12:30:00,-49.71400000000003,0.0
76,Buy,50.0,2016-01-20 21:00:00,-84.32400000000003,50.0
77,Buy,50.0,2016-01-20 21:30:00,-117.88400000000003,100.0
78,Sell,50.0,2016-01-21 12:00:00,-87.43700000000003,50.0
79,Sell,50.0,2016-01-21 12:30:00,-57.09200000000003,0.0
80,Buy,50.0,2016-01-21 21:00:00,-91.32200000000003,50.0
81,Buy,50.0,2016-01-21 21:30:00,-124.73200000000003,100.0
82,Sell,50.0,2016-01-22 12:00:00,-96.47800000000002,50.0
83,Sell,50.0,2016-01-22 12:30:00,-68.28350000000002,0.0
84,Buy,50.0,2016-01-22 21:00:00,-101.09350000000002,50.0
85,Buy,50.0,2016-01-22 21:30:00,-133.5935,100.0
86,Sell,50.0,2016-01-23 12:00:00,-105.24600000000001,50.0
87,Sell,50.0,2016-01-23 12:30:00,-77.23850000000002,0.0
88,Buy,50.0,2016-01-23 21:00:00,-110.44850000000002,50.0
89,Buy,50.0,2016-01-23 21:30:00,-143.3385,100.0
90,Sell,50.0,2016-01-24 12:00:00,-112.96800000000002,50.0
91,Sell,50.0,2016-01-24 12:30:00,-82.28300000000002,0.0
92,Buy,50.0,2016-01-24 21:00:00,-115.71300000000002,50.0
93,Buy,50.0,2016-01-24 21:30:00,-147.59300000000002,100.0
94,Sell,50.0,2016-01-25 12:00:00,-124.15000000000002,50.0
95,Sell,50.0,2016-01-25 12:30:00,-101.02150000000002,0.0
96,Buy,50.0,2016-01-25 21:00:00,-134.18150000000003,50.0
97,Buy,50.0,2016-01-25 21:30:00,-165.50150000000002,100.0
98,Sell,50.0,2016-01-26 12:00:00,-139.72100000000003,50.0
99,Sell,50.0,2016-01-26 12:30:00,-114.14450000000004,0.0
100,Buy,50.0,2016-01-26 21:00:00,-147.22450000000003,50.0
101,Buy,50.0,2016-01-26 21:30:00,-178.40450000000004,100.0
102,Sell,50.0,2016-01-27 12:00:00,-150.60100000000006,50.0
103,Sell,50.0,2016-01-27 12:30:00,-123.68150000000006,0.0
104,Buy,50.0,2016-01-27 21:00:00,-156.23150000000004,50.0
105,Buy,50.0,2016-01-27 21:30:00,-188.78150000000005,100.0
106,Sell,50.0,2016-01-28 12:00:00,-163.36650000000006,50.0
107,Sell,50.0,2016-01-28 12:30:00,-138.01100000000005,0.0
108,Buy,50.0,2016-01-28 21:00:00,-171.77100000000004,50.0
109,Buy,50.0,2016-01-28 21:30:00,-204.36100000000005,100.0
110,Sell,50.0,2016-01-29 12:00:00,-173.71000000000004,50.0
111,Sell,50.0,2016-01-29 12:30:00,-143.89200000000005,0.0
112,Buy,50.0,2016-01-29 21:00:00,-176.54200000000006,50.0
113,Buy,50.0,2016-01-29 21:30:00,-206.83200000000005,100.0
114,Sell,50.0,2016-01-30 12:00:00,-178.54400000000004,50.0
115,Sell,50.0,2016-01-30 12:30:00,-150.84250000000003,0.0
116,Buy,50.0,2016-01-30 21:00:00,-184.33250000000004,50.0
117,Buy,50.0,2016-01-30 21:30:00,-217.33250000000004,100.0
118,Sell,50.0,2016-01-31 12:00:00,-181.96400000000006,50.0
119,Sell,50.0,2016-01-31 12:30:00,-147.27550000000005,0.0
120,Buy,50.0,2016-01-31 21:00:00,-181.59550000000004,50.0
121,Buy,50.0,2016-01-31 21:30:00,-215.48550000000006,100.0
122,Sell,50.0,2016-02-01 12:00:00,-179.19900000000007,50.0
123,Sell,50.0,2016-02-01 12:30:00,-143.12500000000006,0.0
124,Buy,50.0,2016-02-01 21:00:00,-180.13500000000005,50.0
125,Buy,50.0,2016-02-01 21:30:00,-215.04500000000004,100.0
126,Sell,50.0,2016-02-02 12:00:00,-190.16550000000004,50.0
127,Sell,50.0,2016-02-02 12:30:00,-165.76200000000003,0.0
128,Buy,50.0,2016-02-02 21:00:00,-198.65200000000004,50.0
129,Buy,50.0,2016-02-02 21:30:00,-230.93200000000004,100.0
130,Sell,50.0,2016-02-03 12:00:00,-205.87400000000005,50.0
131,Sell,50.0,2016-02-03 12:30:00,-180.86700000000005,0.0
132,Buy,50.0,2016-02-03 21:00:00,-217.13700000000006,50.0
133,Buy,50.0,2016-02-03 21:30:00,-252.36700000000005,100.0
134,Sell,50.0,2016-02-04 12:00:00,-225.32850000000005,50.0
135,Sell,50.0,2016-02-04 12:30:00,-197.36350000000004,0.0
136,Buy,50.0,2016-02-04 21:00:00,-230.45350000000005,50.0
137,Buy,50.0,2016-02-04 21:30:00,-263.23350000000005,100.0
138,Sell,50.0,2016-02-05 12:00:00,-239.85000000000005,50.0
139,Sell,50.0,2016-02-05 12:30:00,-216.73850000000004,0.0
140,Buy,50.0,2016-02-05 21:00:00,-248.60850000000005,50.0
141,Buy,50.0,2016-02-05 21:30:00,-279.29850000000005,100.0
142,Sell,50.0,2016-02-06 12:00:00,-252.25150000000005,50.0
143,Sell,50.0,2016-02-06 12:30:00,-225.96950000000004,0.0
144,Buy,50.0,2016-02-06 21:00:00,-256.07950000000005,50.0
145,Buy,50.0,2016-02-06 21:30:00,-285.49950000000007,100.0
146,Sell,50.0,2016-02-07 12:00:00,-261.11300000000006,50.0
147,Sell,50.0,2016-02-07 12:30:00,-237.16000000000005,0.0
148,Buy,50.0,2016-02-07 21:00:00,-269.07000000000005,50.0
149,Buy,50.0,2016-02-07 21:30:00,-299.32000000000005,100.0
150,Sell,50.0,2016-02-08 12:00:00,-262.88050000000004,50.0
151,Sell,50.0,2016-02-08 12:30:00,-227.61400000000003,0.0
152,Buy,50.0,2016-02-08 21:00:00,-260.514,50.0
153,Buy,50.0,2016-02-08 21:30:00,-292.714,100.0
154,Sell,50.0,2016-02-09 12:00:00,-268.472,50.0
155,Sell,50.0,2016-02-09 12:30:00,-244.54449999999997,0.0
156,Buy,50.0,2016-02-09 21:00:00,-277.0245,50.0
157,Buy,50.0,2016-02-09 21:30:00,-308.4045,100.0
158,Sell,50.0,2016-02-10 12:00:00,-281.043,50.0
159,Sell,50.0,2016-02-10 12:30:00,-254.31900000000002,0.0
160,Buy,50.0,2016-02-10 21:00:00,-286.509,50.0
161,Buy,50.0,2016-02-10 21:30:00,-318.009,100.0
162,Sell,50.0,2016-02-11 12:00:00,-293.12100000000004,50.0
163,Sell,50.0,2016-02-11 12:30:00,-267.7825,0.0
164,Buy,50.0,2016-02-11 21:00:00,-301.51250000000005,50.0
165,Buy,50.0,2016-02-11 21:30:00,-332.63250000000005,100.0
166,Sell,50.0,2016-02-12 12:00:00,-309.4870000000001,50.0
167,Sell,50.0,2016-02-12 12:30:00,-286.9790000000001,0.0
168,Buy,50.0,2016-02-12 21:00:00,-319.3990000000001,50.0
169,Buy,50.0,2016-02-12 21:30:00,-352.1690000000001,100.0
170,Sell,50.0,2016-02-13 12:00:00,-326.6775000000001,50.0
171,Sell,50.0,2016-02-13 12:30:00,-300.99900000000014,0.0
172,Buy,50.0,2016-02-13 21:00:00,-334.17900000000014,50.0
173,Buy,50.0,2016-02-13 21:30:00,-367.05900000000014,100.0
174,Sell,50.0,2016-02-14 12:00:00,-340.4370000000001,50.0
175,Sell,50.0,2016-02-14 12:30:00,-313.99350000000015,0.0
176,Buy,50.0,2016-02-14 21:00:00,-345.37350000000015,50.0
177,Buy,50.0,2016-02-14 21:30:00,-375.33350000000013,100.0
178,Sell,50.0,2016-02-15 12:00:00,-350.8535000000001,50.0
179,Sell,50.0,2016-02-15 12:30:00,-326.1780000000001,0.0
180,Buy,50.0,2016-02-15 21:00:00,-362.3380000000001,50.0
181,Buy,50.0,2016-02-15 21:30:00,-396.10800000000006,100.0
182,Sell,50.0,2016-02-16 12:00:00,-371.57700000000006,50.0
183,Sell,50.0,2016-02-16 12:30:00,-347.04600000000005,0.0
184,Buy,50.0,2016-02-16 21:00:00,-378.74600000000004,50.0
185,Buy,50.0,2016-02-16 21:30:00,-409.896,100.0
186,Sell,50.0,2016-02-17 12:00:00,-380.2395,50.0
187,Sell,50.0,2016-02-17 12:30:00,-350.40450000000004,0.0
188,Buy,50.0,2016-02-17 21:00:00,-385.43450000000007,50.0
189,Buy,50.0,2016-02-17 21:30:00,-417.0345000000001,100.0
190,Sell,50.0,2016-02-18 12:00:00,-391.4410000000001,50.0
191,Sell,50.0,2016-02-18 12:30:00,-366.0940000000001,0.0
192,Buy,50.0,2016-02-18 21:00:00,-398.9940000000001,50.0
193,Buy,50.0,2016-02-18 21:30:00,-431.7340000000001,100.0
194,Sell,50.0,2016-02-19 12:00:00,-407.4410000000001,50.0
195,Sell,50.0,2016-02-19 12:30:00,-383.4455000000001,0.0
196,Buy,50.0,2016-02-19 21:00:00,-414.4755000000001,50.0
197,Buy,50.0,2016-02-19 21:30:00,-445.21550000000013,100.0
198,Sell,50.0,2016-02-20 12:00:00,-414.9130000000001,50.0
199,Sell,50.0,2016-02-20 12:30:00,-384.7720000000001,0.0
200,Buy,50.0,2016-02-20 21:00:00,-416.6620000000001,50.0
201,Buy,50.0,2016-02-20 21:30:00,-448.50200000000007,100.0
202,Sell,50.0,2016-02-21 12:00:00,-421.37000000000006,50.0
203,Sell,50.0,2016-02-21 12:30:00,-394.51000000000005,0.0
204,Buy,50.0,2016-02-21 21:00:00,-424.6700000000001,50.0
205,Buy,50.0,2016-02-21 21:30:00,-456.1700000000001,100.0
206,Sell,50.0,2016-02-22 12:00:00,-431.80050000000006,50.0
207,Sell,50.0,2016-02-22 12:30:00,-407.31200000000007,0.0
208,Buy,50.0,2016-02-22 21:00:00,-441.87200000000007,50.0
209,Buy,50.0,2016-02-22 21:30:00,-473.08200000000005,100.0
210,Sell,50.0,2016-02-23 12:00:00,-448.5085,50.0
211,Sell,50.0,2016-02-23 12:30:00,-423.8075,0.0
212,Buy,50.0,2016-02-23 21:00:00,-454.3475,50.0
213,Buy,50.0,2016-02-23 21:30:00,-485.2375,100.0
214,Sell,50.0,2016-02-24 12:00:00,-460.052,50.0
215,Sell,50.0,2016-02-24 12:30:00,-434.9685,0.0
216,Buy,50.0,2016-02-24 21:00:00,-470.6485,50.0
217,Buy,50.0,2016-02-24 21:30:00,-500.4785,100.0
218,Sell,50.0,2016-02-25 12:00:00,-475.973,50.0
219,Sell,50.0,2016-02-25 12:30:00,-451.425,0.0
220,Buy,50.0,2016-02-25 21:00:00,-487.345,50.0
221,Buy,50.0,2016-02-25 21:30:00,-522.765,100.0
222,Sell,50.0,2016-02-26 12:00:00,-493.491,50.0
223,Sell,50.0,2016-02-26 12:30:00,-465.288,0.0
224,Buy,50.0,2016-02-26 21:00:00,-500.428,50.0
225,Buy,50.0,2016-02-26 21:30:00,-533.8679999999999,100.0
226,Sell,50.0,2016-02-27 12:00:00,-498.8734999999999,50.0
227,Sell,50.0,2016-02-27 12:30:00,-467.88249999999994,0.0
228,Buy,50.0,2016-02-27 21:00:00,-500.70249999999993,50.0
229,Buy,50.0,2016-02-27 21:30:00,-532.6524999999999,100.0
230,Sell,50.0,2016-02-28 12:00:00,-506.5489999999999,50.0
231,Sell,50.0,2016-02-28 12:30:00,-480.92999999999995,0.0
232,Buy,50.0,2016-02-28 21:00:00,-513.3,50.0
233,Buy,50.0,2016-02-28 21:30:00,-544.52,100.0
234,Sell,50.0,2016-02-29 12:00:00,-521.009,50.0
235,Sell,50.0,2016-02-29 12:30:00,-497.43,0.0
236,Buy,50.0,2016-02-29 21:00:00,-527.8,50.0
237,Buy,50.0,2016-02-29 21:30:00,-558.03,100.0
238,Sell,50.0,2016-03-01 12:00:00,-532.411,50.0
239,Sell,50.0,2016-03-01 12:30:00,-506.50299999999993,0.0
240,Buy,50.0,2016-03-01 21:00:00,-537.6629999999999,50.0
241,Buy,50.0,2016-03-01 21:30:00,-568.2529999999999,100.0
242,Sell,50.0,2016-03-02 12:00:00,-535.2729999999999,50.0
243,Sell,50.0,2016-03-02 12:30:00,-503.7209999999999,0.0
244,Buy,50.0,2016-03-02 21:00:00,-538.8209999999999,50.0
245,Buy,50.0,2016-03-02 21:30:00,-572.6809999999999,100.0
246,Sell,50.0,2016-03-03 12:00:00,-536.93,50.0
247,Sell,50.0,2016-03-03 12:30:00,-501.43399999999997,0.0
248,Buy,50.0,2016-03-03 21:00:00,-532.034,50.0
249,Buy,50.0,2016-03-03 21:30:00,-562.944,100.0
250,Sell,50.0,2016-03-04 12:00:00,-539.3054999999999,50.0
251,Sell,50.0,2016-03-04 12:30:00,-515.6584999999999,0.0
252,Buy,50.0,2016-03-04 21:00:00,-550.7384999999999,50.0
253,Buy,50.0,2016-03-04 21:30:00,-584.6084999999999,100.0
254,Sell,50.0,2016-03-05 12:00:00,-558.9554999999999,50.0
255,Sell,50.0,2016-03-05 12:30:00,-533.9569999999999,0.0
256,Buy,50.0,2016-03-05 21:00:00,-569.5769999999999,50.0
257,Buy,50.0,2016-03-05 21:30:00,-606.1069999999999,100.0
258,Sell,50.0,2016-03-06 12:00:00,-573.4499999999998,50.0
259,Sell,50.0,2016-03-06 12:30:00,-540.2489999999998,0.0
260,Buy,50.0,2016-03-06 21:00:00,-574.1889999999999,50.0
261,Buy,50.0,2016-03-06 21:30:00,-606.7889999999999,100.0
262,Sell,50.0,2016-03-07 12:00:00,-583.1164999999999,50.0
263,Sell,50.0,2016-03-07 12:30:00,-559.6394999999999,0.0
264,Buy,50.0,2016-03-07 21:00:00,-601.0194999999999,50.0
265,Buy,50.0,2016-03-07 21:30:00,-637.9694999999999,100.0
266,Sell,50.0,2016-03-08 12:00:00,-609.8599999999999,50.0
267,Sell,50.0,2016-03-08 12:30:00,-582.5324999999999,0.0
268,Buy,50.0,2016-03-08 21:00:00,-615.7724999999999,50.0
269,Buy,50.0,2016-03-08 21:30:00,-647.9825,100.0
270,Sell,50.0,2016-03-09 12:00:00,-620.553,50.0
271,Sell,50.0,2016-03-09 12:30:00,-593.608,0.0
272,Buy,50.0,2016-03-09 21:00:00,-628.4979999999999,50.0
273,Buy,50.0,2016-03-09 21:30:00,-661.818,100.0
274,Sell,50.0,2016-03-10 12:00:00,-632.2295,50.0
275,Sell,50.0,2016-03-10 12:30:00,-603.2275000000001,0.0
276,Buy,50.0,2016-03-10 21:00:00,-645.6475,50.0
277,Buy,50.0,2016-03-10 21:30:00,-683.8475000000001,100.0
278,Sell,50.0,2016-03-11 12:00:00,-658.5855000000001,50.0
279,Sell,50.0,2016-03-11 12:30:00,-633.4765000000001,0.0
280,Buy,50.0,2016-03-11 21:00:00,-667.1865000000001,50.0
281,Buy,50.0,2016-03-11 21:30:00,-700.2365000000001,100.0
282,Sell,50.0,2016-03-12 12:00:00,-674.133,50.0
283,Sell,50.0,2016-03-12 12:30:00,-648.5565,0.0
284,Buy,50.0,2016-03-12 21:00:00,-679.5865,50.0
285,Buy,50.0,2016-03-12 21:30:00,-710.6165,100.0
286,Sell,50.0,2016-03-13 12:00:00,-685.7964999999999,50.0
287,Sell,50.0,2016-03-13 12:30:00,-661.1294999999999,0.0
288,Buy,50.0,2016-03-13 21:00:00,-691.9794999999999,50.0
289,Buy,50.0,2016-03-13 21:30:00,-722.0894999999999,100.0
290,Sell,50.0,2016-03-14 12:00:00,-699.8364999999999,50.0
291,Sell,50.0,2016-03-14 12:30:00,-677.7534999999999,0.0
292,Buy,50.0,2016-03-14 21:00:00,-709.1634999999999,50.0
293,Buy,50.0,2016-03-14 21:30:00,-740.6234999999999,100.0
294,Sell,50.0,2016-03-15 12:00:00,-717.733,50.0
295,Sell,50.0,2016-03-15 12:30:00,-694.834,0.0
296,Buy,50.0,2016-03-15 21:00:00,-727.334,50.0
297,Buy,50.0,2016-03-15 21:30:00,-758.9839999999999,100.0
298,Sell,50.0,2016-03-16 12:00:00,-732.6935,50.0
299,Sell,50.0,2016-03-16 12:30:00,-707.3294999999999,0.0
300,Buy,50.0,2016-03-16 21:00:00,-738.1595,50.0
301,Buy,50.0,2016-03-16 21:30:00,-768.3595,100.0
302,Sell,50.0,2016-03-17 12:00:00,-743.7945,50.0
303,Sell,50.0,2016-03-17 12:30:00,-719.1785,0.0
304,Buy,50.0,2016-03-17 21:00:00,-754.6885,50.0
305,Buy,50.0,2016-03-17 21:30:00,-788.8085,100.0
306,Sell,50.0,2016-03-18 12:00:00,-763.164,50.0
307,Sell,50.0,2016-03-18 12:30:00,-736.661,0.0
308,Buy,50.0,2016-03-18 21:00:00,-774.0609999999999,50.0
309,Buy,50.0,2016-03-18 21:30:00,-808.2209999999999,100.0
310,Sell,50.0,2016-03-19 12:00:00,-768.4324999999999,50.0
311,Sell,50.0,2016-03-19 12:30:00,-730.0124999999999,0.0
312,Buy,50.0,2016-03-19 21:00:00,-764.4124999999999,50.0
313,Buy,50.0,2016-03-19 21:30:00,-797.9825,100.0
314,Sell,50.0,2016-03-20 12:00:00,-772.7629999999999,50.0
315,Sell,50.0,2016-03-20 12:30:00,-747.535,0.0
316,Buy,50.0,2016-03-20 21:00:00,-786.035,50.0
317,Buy,50.0,2016-03-20 21:30:00,-821.055,100.0
318,Sell,50.0,2016-03-21 12:00:00,-798.4364999999999,50.0
319,Sell,50.0,2016-03-21 12:30:00,-775.8435,0.0
320,Buy,50.0,2016-03-21 21:00:00,-810.7235,50.0
321,Buy,50.0,2016-03-21 21:30:00,-843.8634999999999,100.0
322,Sell,50.0,2016-03-22 12:00:00,-820.3439999999999,50.0
323,Sell,50.0,2016-03-22 12:30:00,-796.7225,0.0
324,Buy,50.0,2016-03-22 21:00:00,-833.5525,50.0
325,Buy,50.0,2016-03-22 21:30:00,-867.7325,100.0
326,Sell,50.0,2016-03-23 12:00:00,-835.39,50.0
327,Sell,50.0,2016-03-23 12:30:00,-803.379,0.0
328,Buy,50.0,2016-03-23 21:00:00,-834.149,50.0
329,Buy,50.0,2016-03-23 21:30:00,-865.009,100.0
330,Sell,50.0,2016-03-24 12:00:00,-838.7015,50.0
331,Sell,50.0,2016-03-24 12:30:00,-812.309,0.0
332,Buy,50.0,2016-03-24 21:00:00,-844.019,50.0
333,Buy,50.0,2016-03-24 21:30:00,-875.039,100.0
334,Sell,50.0,2016-03-25 12:00:00,-855.1659999999999,50.0
335,Sell,50.0,2016-03-25 12:30:00,-835.2589999999999,0.0
336,Buy,50.0,2016-03-25 21:00:00,-864.9389999999999,50.0
337,Buy,50.0,2016-03-25 21:30:00,-892.2989999999999,100.0
338,Sell,50.0,2016-03-26 12:00:00,-863.4074999999999,50.0
339,Sell,50.0,2016-03-26 12:30:00,-835.0769999999999,0.0
340,Buy,50.0,2016-03-26 21:00:00,-867.5669999999999,50.0
341,Buy,50.0,2016-03-26 21:30:00,-897.4669999999999,100.0
342,Sell,50.0,2016-03-27 12:00:00,-881.0619999999999,50.0
343,Sell,50.0,2016-03-27 12:30:00,-865.6089999999999,0.0
344,Buy,50.0,2016-03-27 21:00:00,-898.439,50.0
345,Buy,50.0,2016-03-27 21:30:00,-929.309,100.0
346,Sell,50.0,2016-03-28 12:00:00,-908.8834999999999,50.0
347,Sell,50.0,2016-03-28 12:30:00,-889.9624999999999,0.0
348,Buy,50.0,2016-03-28 21:00:00,-922.4324999999999,50.0
349,Buy,50.0,2016-03-28 21:30:00,-950.3824999999999,100.0
350,Sell,50.0,2016-03-29 12:00:00,-928.0445,50.0
351,Sell,50.0,2016-03-29 12:30:00,-905.8679999999999,0.0
352,Buy,50.0,2016-03-29 21:00:00,-935.068,50.0
353,Buy,50.0,2016-03-29 21:30:00,-964.3679999999999,100.0
354,Sell,50.0,2016-03-30 12:00:00,-941.622,50.0
355,Sell,50.0,2016-03-30 12:30:00,-918.9269999999999,0.0
356,Buy,50.0,2016-03-30 21:00:00,-964.137,50.0
357,Buy,50.0,2016-03-30 21:30:00,-1009.347,100.0
358,Sell,50.0,2016-03-31 12:00:00,-984.7735,50.0
359,Sell,50.0,2016-03-31 12:30:00,-960.0045,0.0
360,Buy,50.0,2016-03-31 21:00:00,-1001.6245,50.0
361,Buy,50.0,2016-03-31 21:30:00,-1039.5945,100.0
362,Sell,50.0,2016-05-01 12:00:00,-1013.9245,50.0
363,Sell,50.0,2016-05-01 12:30:00,-989.1129999999999,0.0
364,Buy,50.0,2016-05-01 21:00:00,-1020.5129999999999,50.0
365,Buy,50.0,2016-05-01 21:30:00,-1050.793,100.0
366,Sell,50.0,2016-05-02 12:00:00,-1028.591,50.0
367,Sell,50.0,2016-05-02 12:30:00,-1006.6949999999999,0.0
368,Buy,50.0,2016-05-02 21:00:00,-1036.8049999999998,50.0
369,Buy,50.0,2016-05-02 21:30:00,-1065.3849999999998,100.0
370,Sell,50.0,2016-05-03 12:00:00,-1042.6984999999997,50.0
371,Sell,50.0,2016-05-03 12:30:00,-1020.0544999999997,0.0
372,Buy,50.0,2016-05-03 21:00:00,-1052.4344999999998,50.0
373,Buy,50.0,2016-05-03 21:30:00,-1084.8345,100.0
374,Sell,50.0,2016-05-04 12:00:00,-1064.1965,50.0
375,Sell,50.0,2016-05-04 12:30:00,-1043.567,0.0
376,Buy,50.0,2016-05-04 21:00:00,-1071.757,50.0
377,Buy,50.0,2016-05-04 21:30:00,-1098.277,100.0
378,Sell,50.0,2016-05-05 12:00:00,-1077.52,50.0
379,Sell,50.0,2016-05-05 12:30:00,-1056.7545,0.0
380,Buy,50.0,2016-05-05 21:00:00,-1093.1945,50.0
381,Buy,50.0,2016-05-05 21:30:00,-1128.3745000000001,100.0
382,Sell,50.0,2016-05-06 12:00:00,-1103.5545000000002,50.0
383,Sell,50.0,2016-05-06 12:30:00,-1078.8790000000001,0.0
384,Buy,50.0,2016-05-06 21:00:00,-1110.0290000000002,50.0
385,Buy,50.0,2016-05-06 21:30:00,-1140.6690000000003,100.0
386,Sell,50.0,2016-05-07 12:00:00,-1118.6710000000003,50.0
387,Sell,50.0,2016-05-07 12:30:00,-1096.7835000000002,0.0
388,Buy,50.0,2016-05-07 21:00:00,-1139.0635000000002,50.0
389,Buy,50.0,2016-05-07 21:30:00,-1174.8635000000002,100.0
390,Sell,50.0,2016-05-08 12:00:00,-1148.9385000000002,50.0
391,Sell,50.0,2016-05-08 12:30:00,-1125.6485000000002,0.0
392,Buy,50.0,2016-05-08 21:00:00,-1154.9985000000001,50.0
393,Buy,50.0,2016-05-08 21:30:00,-1183.7285000000002,100.0
394,Sell,50.0,2016-05-09 12:00:00,-1152.6695000000002,50.0
395,Sell,50.0,2016-05-09 12:30:00,-1121.8740000000003,0.0
396,Buy,50.0,2016-05-09 21:00:00,-1175.5540000000003,50.0
397,Buy,50.0,2016-05-09 21:30:00,-1225.0540000000003,100.0
398,Sell,50.0,2016-05-10 12:00:00,-1180.7775000000004,50.0
399,Sell,50.0,2016-05-10 12:30:00,-1138.7535000000005,0.0
